Temperature,Humidity,NDVI,Built-up,Population,Latitude,Longitude,Risk
43,58,0.4,21,38396,36.8801,84.7166,Low
39,89,0.49,25,42529,11.6181,84.8689,Low
35,39,0.19,59,39885,17.4243,88.9556,Low
34,49,0.67,47,38274,20.2335,73.4109,Low
35,65,0.32,25,48046,13.8982,74.931,Low
34,76,0.62,58,36494,8.8716,92.7192,Low
39,87,0.36,27,35012,18.4349,70.3991,Low
29,31,0.34,36,31006,14.9882,81.7406,Low
45,64,0.52,73,3312,8.2364,93.628,Medium
30,75,0.29,58,48179,19.6278,82.5905,Low
35,69,0.52,72,46745,30.7299,72.7448,Low
29,44,0.1,24,47365,19.5478,81.6138,Low
31,81,0.16,50,35824,23.3299,69.597,Low
40,59,0.64,88,24085,23.0191,69.0196,Medium
44,44,0.29,27,13771,9.0093,83.2107,Low
45,47,0.56,91,17267,25.2804,73.2915,Medium
37,56,0.22,88,21996,22.5271,75.1505,Medium
42,65,0.53,65,22156,10.569,75.8061,Medium
48,78,0.13,26,48384,31.8858,83.398,Low
37,82,0.33,27,43864,23.8847,81.0557,Low
28,22,0.27,36,5054,36.1014,74.5099,Low
36,83,0.47,20,45349,34.5395,78.3276,Low
31,64,0.16,91,46303,10.342,96.7495,Low
47,37,0.21,40,25640,12.4734,78.6796,Low
48,63,0.28,68,15457,25.3737,94.9855,Medium
47,43,0.58,20,35281,24.7664,69.9193,Low
38,35,0.29,33,32322,19.6595,96.3823,Low
28,49,0.21,63,2309,22.3146,78.1784,Low
44,85,0.65,32,17019,8.5354,93.2793,Low
47,46,0.52,28,26490,13.735,73.1157,Low
36,22,0.45,28,7554,16.2836,81.4262,Low
42,55,0.41,65,3244,15.639,92.0118,Medium
44,40,0.69,59,46817,32.2356,74.6971,Medium
28,48,0.45,77,23510,18.0642,73.8124,Low
43,43,0.63,86,30418,23.7014,83.3718,Medium
32,69,0.78,81,39569,31.6955,82.6882,Low
45,82,0.77,22,18043,26.5549,68.5831,Low
46,89,0.31,58,4298,27.6896,76.5813,Medium
31,24,0.53,77,29892,18.3556,84.2417,Low
35,68,0.23,40,48867,17.4822,71.849,Low
45,39,0.44,40,45299,10.8608,93.4564,Low
42,22,0.31,69,22221,21.7639,93.8007,Medium
33,56,0.61,75,18489,32.4318,94.5987,Low
33,51,0.64,29,21745,22.165,69.073,Low
47,82,0.74,24,43924,13.1384,80.2227,Low
40,26,0.28,55,14854,28.3871,77.7083,Medium
30,72,0.55,89,19805,15.7141,72.0958,Low
38,37,0.17,36,41493,36.3036,96.2981,Low
41,69,0.38,73,14575,24.9396,70.4275,Medium
39,50,0.1,33,44040,14.0057,81.0929,Low
33,59,0.76,77,13841,26.6953,89.4522,Low
30,80,0.52,88,16075,13.7256,93.7693,Low
36,70,0.46,39,46082,10.2445,94.1133,Low
38,59,0.61,79,42409,28.1624,95.3047,Medium
32,40,0.58,33,5186,19.4944,91.596,Low
38,40,0.72,58,22823,32.4538,88.4149,Medium
34,33,0.14,33,34601,28.1833,78.9053,Low
34,38,0.16,38,44823,21.2573,91.4722,Low
29,69,0.69,28,40136,30.9417,69.3066,Low
45,20,0.49,59,45437,23.4154,76.8173,Medium
45,88,0.73,45,19906,25.6529,86.7267,Low
37,68,0.19,76,19721,14.5504,89.8786,Medium
31,59,0.38,61,36057,19.9423,82.3344,Low
36,80,0.27,61,15007,30.4828,80.4391,Medium
37,63,0.72,34,35420,24.2579,72.535,Low
38,53,0.34,76,30370,15.5487,81.2554,Medium
42,38,0.49,71,19296,19.3778,94.3621,Medium
35,51,0.11,32,11989,14.2868,70.9687,Low
44,75,0.49,36,32690,18.2271,90.6561,Low
31,34,0.67,23,21303,13.4573,83.8914,Low
42,61,0.71,22,14869,21.8054,76.0855,Low
44,29,0.31,27,45866,29.7477,84.2918,Low
39,83,0.33,63,25793,32.0984,87.9884,Medium
33,85,0.37,57,16575,31.9803,87.281,Low
33,75,0.32,61,25641,34.3542,88.7666,Low
41,86,0.74,25,36058,15.2887,76.0696,Low
41,76,0.25,32,30378,19.476,87.9687,Low
42,49,0.29,91,12195,25.9943,85.1828,High
47,70,0.47,39,47406,20.4208,86.2381,Low
40,35,0.73,38,16363,13.1436,84.1427,Low
46,68,0.44,48,43323,27.145,75.2088,Low
48,48,0.7,37,23223,17.9402,73.0748,Low
37,36,0.68,35,22672,8.2678,93.7669,Low
36,55,0.38,33,42934,12.4392,96.7173,Low
29,73,0.73,24,18336,19.1309,78.1973,Low
28,50,0.54,20,42705,22.8108,69.9134,Low
34,20,0.48,35,22689,19.0154,83.735,Low
29,76,0.47,93,47633,17.0118,84.2872,Low
45,84,0.26,63,46674,20.224,74.3777,Medium
31,73,0.66,77,26638,32.3118,75.2557,Low
36,42,0.76,54,15462,18.6961,79.4078,Medium
47,31,0.13,51,35391,36.8881,71.2295,Medium
47,29,0.68,73,17687,36.558,90.2302,Medium
48,50,0.17,42,24434,16.4608,83.6532,Low
34,59,0.69,54,46992,21.1729,77.9078,Low
31,72,0.23,60,45698,31.2367,95.2828,Low
38,57,0.71,43,17695,31.2765,86.6667,Low
35,90,0.19,73,14135,35.42,93.9659,Low
33,25,0.5,66,22835,30.732,89.0813,Low
35,74,0.46,90,8650,19.0692,96.6073,Low
31,20,0.8,28,36633,27.8414,70.3729,Low
48,52,0.64,83,24667,18.3662,74.5385,Medium
45,63,0.49,79,9816,13.2812,80.83,Medium
46,32,0.68,55,15218,29.41,86.795,Medium
31,67,0.71,80,28678,25.7633,95.8667,Low
28,21,0.4,47,23059,12.4697,81.1341,Low
42,72,0.49,57,28638,21.834,90.4873,Medium
39,69,0.28,72,46911,26.3814,94.5536,Medium
40,23,0.71,54,22841,21.4547,77.308,Medium
30,59,0.56,59,4884,26.7881,92.3488,Low
46,46,0.74,60,2180,16.0191,83.3227,Medium
30,84,0.3,66,19449,33.5918,79.0707,Low
29,88,0.68,47,3565,11.3522,86.3766,Low
48,56,0.28,50,16775,15.7006,72.7854,Low
31,59,0.32,35,19598,22.8249,88.934,Low
29,70,0.59,90,37656,20.6098,95.4484,Low
31,31,0.76,20,22454,21.1006,71.8878,Low
32,22,0.47,48,33443,20.8508,68.5401,Low
30,64,0.36,74,7170,27.6186,91.0768,Low
28,27,0.73,35,15461,10.7151,96.8795,Low
37,57,0.22,27,46964,9.3294,76.944,Low
48,55,0.25,95,31771,18.1847,74.1361,High
37,56,0.64,65,26968,28.912,86.9995,Medium
46,69,0.17,90,35237,23.2567,94.3059,High
31,36,0.27,40,25518,13.0324,73.3239,Low
48,84,0.52,24,41541,9.0441,88.4239,Low
41,52,0.7,78,27423,14.6156,93.1938,Medium
28,23,0.4,40,41786,29.0648,84.929,Low
33,78,0.47,31,15341,26.9764,82.1869,Low
44,51,0.7,67,49702,36.4968,68.1726,Medium
35,79,0.67,92,29398,34.8024,91.2274,Low
44,35,0.73,95,22468,29.2515,80.9866,Medium
29,35,0.53,72,40792,20.6495,89.3219,Low
43,20,0.59,22,35600,23.2098,81.0162,Low
47,43,0.2,76,22796,30.9862,87.6631,High
38,67,0.26,92,24295,16.9699,77.1323,Medium
33,47,0.42,36,49683,19.7636,95.1599,Low
31,33,0.15,60,42067,27.5654,76.662,Low
34,39,0.58,33,33117,28.6831,94.4743,Low
36,70,0.71,53,25351,9.5058,73.2225,Medium
33,20,0.3,33,10182,12.7713,82.6435,Low
32,59,0.21,46,45609,33.8199,77.8307,Low
36,82,0.28,72,27810,13.7909,86.5886,Medium
36,28,0.32,67,31171,13.2547,86.8805,Medium
48,57,0.49,93,32709,20.0997,68.4678,Medium
32,77,0.27,53,44302,23.2029,75.1435,Low
41,30,0.69,22,3627,18.6531,79.1251,Low
28,50,0.16,88,4918,25.0961,90.6956,Low
42,64,0.74,84,23377,25.2026,69.6847,Medium
32,84,0.14,73,39171,11.9439,68.1763,Low
39,42,0.61,30,35868,33.7074,77.9623,Low
38,29,0.5,59,48329,21.2316,75.6311,Medium
47,79,0.17,37,16441,23.7672,83.2706,Low
28,89,0.57,78,2733,32.2074,89.6506,Low
37,49,0.14,58,34056,11.2212,84.7424,Medium
48,72,0.65,91,29631,33.0714,68.3065,Medium
32,64,0.7,44,43869,16.6496,96.1768,Low
37,61,0.31,59,34873,28.2816,72.5589,Medium
45,37,0.23,92,37980,34.5847,72.8691,High
33,82,0.27,42,42882,31.2176,82.0459,Low
46,47,0.53,20,7694,24.6288,87.5392,Low
34,53,0.42,52,24867,19.8457,77.6746,Low
31,42,0.46,20,7009,21.3146,89.8584,Low
32,44,0.39,38,47718,28.96,71.8746,Low
37,71,0.72,83,15142,11.4805,75.861,Medium
30,75,0.17,26,42601,17.3851,72.8875,Low
40,34,0.55,45,2406,25.4355,90.8423,Low
45,39,0.64,70,42050,17.3917,80.2139,Medium
29,37,0.26,22,49273,21.2605,96.2044,Low
42,38,0.41,61,32340,24.7767,75.5838,Medium
37,59,0.18,39,31320,35.3911,78.7808,Low
41,83,0.79,36,44493,28.9121,68.1382,Low
46,56,0.26,68,5543,36.8393,85.5754,Medium
29,71,0.5,83,16296,26.879,74.6144,Low
30,44,0.63,52,41449,27.9332,78.2952,Low
38,73,0.29,77,25339,11.804,92.6062,Medium
35,85,0.34,75,11694,18.2764,94.7034,Low
41,28,0.22,33,35298,33.7173,74.8582,Low
31,20,0.18,40,35688,12.7089,96.2795,Low
36,90,0.69,78,45169,13.5826,74.2671,Medium
40,25,0.39,52,27698,11.3892,88.0013,Medium
44,35,0.6,54,8031,22.9481,85.2453,Medium
35,29,0.75,56,47190,12.2551,81.2064,Low
40,65,0.72,51,9979,16.3015,91.9187,Medium
48,57,0.65,95,35537,30.4374,77.3703,Medium
34,51,0.65,78,26957,9.3964,85.6166,Low
33,72,0.22,93,26513,34.642,93.1936,Low
31,67,0.48,22,39252,29.6601,96.6758,Low
41,74,0.59,93,19687,29.4979,90.6619,Medium
31,82,0.27,27,24963,10.0536,86.1527,Low
32,86,0.3,21,27734,21.5799,84.743,Low
48,61,0.47,58,21614,18.3632,91.8711,Medium
39,36,0.37,93,42251,15.4192,94.2308,Medium
43,22,0.1,45,37500,13.4577,92.5571,Low
44,20,0.36,88,13250,31.4362,74.3642,Medium
46,56,0.31,47,2077,20.6698,94.0246,Low
31,31,0.16,42,8611,13.1986,75.03,Low
36,84,0.12,82,23072,14.6664,73.3778,Medium
48,61,0.44,72,34161,22.7868,72.0638,Medium
37,37,0.8,22,49007,34.2817,85.0439,Low
43,54,0.56,56,31582,23.6555,71.0311,Medium
31,30,0.46,45,36521,10.6394,78.663,Low
30,85,0.51,91,45781,17.3409,73.9477,Low
46,70,0.33,33,12218,19.5149,92.5178,Low
30,21,0.69,54,23002,20.4351,77.0641,Low
34,50,0.54,63,21007,15.0298,95.1224,Low
37,36,0.4,68,39842,15.5275,80.6553,Medium
45,84,0.67,43,7691,13.4538,87.7252,Low
42,62,0.25,32,13360,31.2296,94.334,Low
44,85,0.29,78,44297,36.6746,69.9726,High
44,39,0.21,29,31364,31.9249,81.1579,Low
42,36,0.27,45,46733,33.0198,83.4319,Low
28,70,0.18,24,8031,30.1786,93.8155,Low
39,69,0.2,72,16646,23.4095,70.7648,Medium
40,62,0.34,74,17783,20.1071,69.932,Medium
42,55,0.59,49,18810,8.6344,86.9141,Low
34,57,0.22,61,33264,13.0821,72.7299,Low
42,22,0.56,21,20700,13.6257,91.5055,Low
45,39,0.52,75,42405,21.1972,90.2103,Medium
33,40,0.25,58,36625,12.6789,75.5199,Low
43,21,0.45,87,8559,19.6066,91.7965,Medium
46,84,0.6,42,18696,35.3121,68.7548,Low
45,68,0.3,68,14628,18.5133,85.4905,Medium
37,25,0.75,90,3000,35.2333,89.7359,Medium
30,26,0.3,39,44184,14.9099,77.1117,Low
44,51,0.39,77,38733,10.768,95.5872,Medium
45,55,0.7,85,13589,19.8016,79.7721,Medium
42,28,0.53,70,5128,10.9934,70.2347,Medium
46,89,0.49,76,4433,14.6121,78.5472,Medium
29,31,0.24,35,34176,35.6239,89.6902,Low
48,45,0.48,58,49381,31.7009,72.8716,Medium
32,89,0.15,61,40891,10.3552,93.2749,Low
35,34,0.22,52,38716,32.9555,92.1927,Low
45,72,0.61,52,28209,34.4414,75.5486,Medium
29,47,0.41,65,44766,11.1902,88.3666,Low
28,59,0.73,37,35911,8.7155,94.9685,Low
33,53,0.79,60,8912,19.082,81.7233,Low
45,71,0.52,95,19237,31.4467,80.3769,Medium
34,52,0.33,48,22217,15.1384,85.1559,Low
47,64,0.64,87,40981,22.04,91.5168,Medium
38,36,0.54,64,19104,10.7953,72.9337,Medium
36,20,0.75,55,15513,14.9663,69.1261,Medium
29,80,0.36,22,2694,20.1143,88.9327,Low
44,45,0.12,70,49036,27.7992,84.0871,Medium
40,64,0.32,89,2902,35.4562,75.2461,Medium
28,78,0.43,25,24400,25.1191,91.9536,Low
41,24,0.41,75,40594,8.0751,89.3392,Medium
41,62,0.28,31,17910,22.4667,84.4504,Low
36,66,0.46,40,9141,27.9923,81.2909,Low
33,41,0.21,60,10715,19.7831,95.5214,Low
31,21,0.37,76,23126,14.1603,69.7845,Low
43,60,0.43,59,31725,18.7478,72.2084,Medium
34,44,0.45,33,11407,16.555,68.9619,Low
48,86,0.68,48,10395,19.8571,88.7491,Low
32,42,0.67,86,17795,22.7769,69.6328,Low
41,27,0.53,79,46027,29.1474,85.503,Medium
37,75,0.15,25,25671,9.9505,76.3829,Low
34,76,0.24,50,16789,36.2102,89.9409,Low
33,37,0.63,52,18127,22.278,90.2013,Low
41,83,0.61,93,23436,23.3946,95.2827,Medium
39,82,0.49,38,2918,29.5583,87.194,Low
28,72,0.2,64,45760,17.5454,80.3855,Low
42,88,0.41,35,24617,21.3052,76.0743,Low
32,23,0.77,60,12734,24.9948,80.1434,Low
41,47,0.12,42,48736,24.6429,72.8868,Low
41,82,0.2,62,47096,24.1819,91.1653,Medium
39,38,0.15,78,19494,27.2525,69.019,Medium
46,84,0.72,55,38692,19.5145,94.1037,Medium
33,78,0.49,88,34861,27.5355,88.301,Low
38,53,0.42,21,10518,29.8522,89.7244,Low
33,84,0.53,33,13281,32.0494,78.9512,Low
28,20,0.34,33,4791,12.1242,96.4591,Low
29,71,0.2,38,23750,25.2217,76.4966,Low
36,20,0.36,35,16831,13.8788,82.2253,Low
41,71,0.46,23,21662,24.9019,68.4884,Low
32,21,0.64,80,49328,22.1881,91.3319,Low
40,69,0.5,55,4201,17.212,79.8355,Medium
46,80,0.61,43,40135,28.729,90.7453,Low
47,27,0.63,70,28161,22.0106,80.3051,Medium
45,73,0.47,91,28529,32.275,73.0161,Medium
48,53,0.7,37,9283,28.3541,77.4108,Low
39,37,0.58,58,29437,35.4758,70.4213,Medium
44,82,0.63,80,14941,35.9798,88.8231,Medium
46,78,0.65,43,29292,34.3506,69.5854,Low
36,66,0.79,26,32877,19.7724,93.1366,Low
40,55,0.23,71,4340,26.8592,92.384,Medium
28,55,0.13,41,41078,16.3184,83.308,Low
43,57,0.54,71,35841,31.0943,72.5165,Medium
40,25,0.12,31,40197,13.6683,85.8963,Low
39,69,0.25,31,14332,26.1947,80.2574,Low
34,41,0.62,42,49927,36.6228,72.6895,Low
36,90,0.15,75,31488,11.8096,76.6358,Medium
39,27,0.71,89,10207,19.6446,91.1651,Medium
34,46,0.51,59,48025,11.9302,84.2385,Low
35,64,0.73,90,28836,27.7986,85.2407,Low
35,53,0.75,28,3826,21.8491,74.2638,Low
28,45,0.64,45,47522,12.5946,89.6304,Low
47,72,0.17,27,25088,11.8462,85.1846,Low
30,20,0.75,92,37087,10.3015,81.8339,Low
31,61,0.51,21,44532,27.6474,75.23,Low
32,47,0.42,77,41463,27.2948,88.2768,Low
31,56,0.27,88,26596,35.9942,70.3682,Low
28,41,0.68,58,4512,18.3008,90.6334,Low
43,44,0.75,66,34987,19.1093,71.655,Medium
38,34,0.21,83,4611,13.5857,83.6276,Medium
33,69,0.31,36,9617,30.3356,96.908,Low
37,56,0.64,85,21859,35.7665,76.8023,Medium
39,86,0.55,48,5484,12.3893,92.0307,Low
29,76,0.12,26,10609,13.2818,84.1982,Low
33,30,0.58,60,25752,19.9795,70.8739,Low
45,33,0.68,21,11369,33.4863,86.5387,Low
38,68,0.67,43,37765,14.1855,84.4665,Low
40,47,0.27,74,25074,9.0393,94.2476,Medium
43,53,0.15,39,26028,25.4519,71.4638,Low
38,75,0.45,75,45340,27.981,85.759,Medium
34,67,0.46,50,36178,29.6928,87.2575,Low
48,72,0.45,65,14376,20.5137,78.2742,Medium
42,72,0.27,31,19178,13.9906,85.8375,Low
33,86,0.62,71,48617,29.5916,75.4411,Low
46,52,0.35,90,15774,19.2123,93.5619,Medium
40,71,0.72,44,21457,16.6988,70.2838,Low
39,64,0.67,53,48867,32.015,90.1364,Medium
35,59,0.5,38,30317,30.666,71.1207,Low
46,61,0.51,24,45064,31.7094,72.2324,Low
41,21,0.72,69,11697,11.5944,93.2858,Medium
37,32,0.59,78,45268,30.4326,93.2269,Medium
47,42,0.46,30,12247,25.4387,79.7624,Low
37,73,0.66,30,44225,24.9745,77.3347,Low
29,53,0.66,24,12377,35.9996,80.6876,Low
35,30,0.37,54,36276,22.5942,71.5416,Low
32,71,0.43,68,4997,23.6545,76.8615,Low
29,58,0.24,57,15045,23.3965,94.139,Low
41,88,0.63,30,43279,12.4634,82.297,Low
48,34,0.54,67,30249,29.0545,88.5803,Medium
38,41,0.28,35,29288,30.8233,69.6662,Low
30,62,0.36,92,4448,36.2225,73.1684,Low
32,66,0.48,81,46037,28.1174,68.9815,Low
45,53,0.57,39,12513,16.0667,86.086,Low
40,40,0.12,58,38107,36.4169,90.0601,Medium
28,68,0.15,33,7012,30.8546,78.0264,Low
47,54,0.7,64,35668,29.2675,71.2238,Medium
43,21,0.32,28,8734,24.6411,83.4982,Low
39,32,0.28,53,46692,21.2068,94.7233,Medium
40,48,0.47,65,46442,34.894,91.6722,Medium
40,60,0.64,90,19513,19.4506,90.2394,Medium
33,62,0.55,68,35072,18.3774,84.6715,Low
28,70,0.38,49,40198,19.6679,68.8364,Low
31,75,0.19,31,10671,36.1329,73.399,Low
46,34,0.16,26,38557,18.5557,83.2454,Low
34,33,0.61,63,26114,27.3612,87.6891,Low
36,56,0.26,46,4378,30.3887,86.0157,Low
39,67,0.46,45,5479,32.8345,73.6374,Low
38,42,0.53,50,2325,27.9421,80.9991,Low
47,67,0.66,39,41115,29.0356,85.9261,Low
33,85,0.31,58,24754,35.355,69.9298,Low
44,88,0.21,23,13605,23.7869,76.2677,Low
33,87,0.29,93,12276,24.3419,76.2899,Low
41,73,0.14,27,37138,22.6502,74.5726,Low
46,49,0.27,72,25978,11.896,68.7339,High
42,53,0.65,74,22466,13.3188,88.135,Medium
31,59,0.63,61,45094,34.3687,68.8032,Low
33,21,0.21,36,17411,18.0698,71.5918,Low
40,81,0.18,57,18890,26.0601,85.7937,Medium
43,35,0.59,80,12948,31.396,87.9352,Medium
31,23,0.48,81,17208,28.0061,70.6387,Low
47,39,0.2,66,11633,36.606,70.886,Medium
30,75,0.37,40,47911,36.0242,91.1621,Low
33,33,0.29,40,12957,17.4569,95.1924,Low
36,80,0.53,40,43278,13.0659,79.4149,Low
35,51,0.43,68,29666,13.5537,88.302,Low
37,85,0.48,42,26992,28.9953,91.5916,Low
34,80,0.51,36,19484,8.2838,80.4718,Low
29,62,0.28,23,43121,12.9327,79.1537,Low
28,84,0.55,26,13890,24.1627,90.209,Low
45,35,0.23,46,32300,20.4892,69.3951,Low
48,38,0.56,81,46781,12.6265,84.8695,Medium
39,30,0.38,83,15226,30.2463,73.9387,Medium
46,88,0.49,77,34822,20.5981,71.1311,Medium
41,75,0.42,69,3890,14.5364,78.5527,Medium
39,80,0.17,92,7227,24.5907,95.4681,Medium
34,84,0.2,88,22052,12.9743,96.1042,Low
45,71,0.65,76,43498,10.536,86.4095,Medium
29,83,0.22,80,49920,33.9722,84.3673,Low
48,62,0.76,70,38780,12.9676,90.7176,Medium
40,70,0.57,62,7331,21.3123,74.093,Medium
40,27,0.46,88,28628,8.0235,89.8339,Medium
29,44,0.24,79,37873,20.1302,70.6109,Low
34,60,0.24,54,15687,13.0381,84.6331,Low
48,23,0.39,78,13311,10.082,69.8446,Medium
40,87,0.74,86,26427,15.4627,95.6005,Medium
47,89,0.67,77,4743,19.6582,71.2807,Medium
37,60,0.6,71,34383,34.4041,85.65,Medium
44,57,0.76,57,21672,32.1057,76.1534,Medium
31,74,0.74,44,6018,28.1978,92.7458,Low
35,79,0.17,80,19588,35.9144,77.0188,Low
38,45,0.36,80,30195,8.5747,70.5595,Medium
31,49,0.54,78,13608,17.1681,79.6292,Low
35,45,0.49,80,21226,11.7945,83.0171,Low
46,76,0.67,33,26364,26.6277,81.6399,Low
36,78,0.28,20,16717,25.1404,74.8812,Low
47,67,0.38,22,14322,23.3546,75.6958,Low
34,34,0.7,84,25328,20.7971,93.9083,Low
38,37,0.22,56,18965,10.7814,94.4973,Medium
31,79,0.41,68,30837,35.7918,89.1784,Low
42,50,0.36,45,4039,32.8217,72.0447,Low
41,41,0.79,51,17537,30.3705,89.832,Medium
42,37,0.3,55,9828,24.4919,96.1452,Medium
45,39,0.34,76,16396,14.9652,89.1445,Medium
30,73,0.35,25,46884,35.6144,72.1929,Low
31,70,0.18,54,17525,24.3536,76.7627,Low
47,87,0.41,84,30715,18.336,96.2766,Medium
47,88,0.36,48,36709,26.429,87.0104,Low
33,41,0.13,89,9692,10.298,93.4442,Low
28,82,0.57,27,29674,35.8366,85.9902,Low
36,33,0.43,69,48091,35.4205,80.5714,Medium
39,55,0.61,52,8848,12.4565,76.8438,Medium
47,32,0.18,77,21819,12.7888,74.6746,High
38,22,0.34,73,44991,14.5657,69.8607,Medium
38,89,0.24,88,31436,24.5706,81.3574,Medium
30,89,0.13,66,16168,25.9437,69.249,Low
39,25,0.54,66,38278,13.1325,88.1434,Medium
46,29,0.71,30,20720,14.7162,74.9254,Low
45,32,0.24,75,35293,11.0358,95.4677,High
38,88,0.11,40,18444,30.1857,91.3929,Low
33,58,0.53,29,33211,12.9766,77.3965,Low
40,44,0.61,63,43341,16.0704,93.8219,Medium
38,82,0.66,26,31329,10.6466,81.7311,Low
46,85,0.62,40,35344,35.0176,80.2481,Low
30,67,0.76,34,49179,11.8961,94.9332,Low
42,57,0.28,87,10271,20.2504,79.2221,High
28,87,0.64,67,3626,20.8456,73.117,Low
43,44,0.5,27,43216,9.0757,70.3709,Low
38,81,0.29,87,17356,29.9262,82.3513,Medium
29,67,0.7,84,40377,16.8695,83.6602,Low
41,76,0.54,74,15340,8.5128,96.6701,Medium
36,62,0.67,93,17371,12.1008,90.7337,Medium
32,27,0.14,46,17658,17.666,75.6328,Low
43,70,0.15,55,22129,11.0455,74.0334,Medium
45,30,0.65,54,3913,21.6462,90.2112,Medium
29,58,0.75,72,15542,15.7129,85.6867,Low
28,62,0.59,27,36727,18.1962,94.9608,Low
29,88,0.79,83,31906,13.9458,78.6844,Low
40,45,0.39,71,15392,24.4177,68.5761,Medium
48,54,0.35,39,32681,28.9828,80.0649,Low
42,63,0.24,36,44023,9.4617,68.043,Low
45,53,0.39,68,16002,36.4287,77.6284,Medium
37,25,0.72,72,6635,31.0038,82.8256,Medium
47,26,0.72,84,20392,17.1731,90.7808,Medium
47,44,0.57,91,35687,23.5241,81.8327,Medium
46,27,0.15,50,36686,10.9919,93.3129,Low
45,65,0.21,32,9834,21.7493,73.5922,Low
29,44,0.69,84,45124,20.826,78.5526,Low
39,87,0.43,95,27538,16.5231,72.7574,Medium
38,48,0.58,30,25689,26.3386,81.4128,Low
30,64,0.17,50,15176,24.5791,78.7715,Low
32,52,0.28,49,25715,11.2103,93.8192,Low
44,76,0.66,40,7305,17.9342,80.2947,Low
47,51,0.79,81,11275,20.6198,76.4748,Medium
39,21,0.14,22,12433,34.567,86.3665,Low
37,87,0.69,28,2440,26.3815,76.8075,Low
46,59,0.35,95,36981,12.7015,81.2782,Medium
40,71,0.27,47,15084,13.4923,77.1441,Low
33,44,0.76,40,41761,34.6075,96.9367,Low
46,22,0.12,37,22313,10.1049,76.8408,Low
45,56,0.69,34,29053,33.3706,96.0403,Low
41,50,0.63,48,17903,14.0051,77.1441,Low
37,89,0.76,90,29995,34.6898,73.468,Medium
34,61,0.74,92,13116,17.9966,72.5149,Low
28,73,0.31,29,17084,9.0911,75.4896,Low
38,44,0.78,46,35555,22.5694,93.447,Low
39,43,0.78,22,28578,34.5194,86.369,Low
35,87,0.46,93,27066,11.335,70.0106,Low
44,88,0.54,78,33164,33.4275,73.5316,Medium
46,65,0.41,25,20579,15.783,87.4006,Low
34,34,0.45,62,42306,11.4262,93.937,Low
39,42,0.59,45,36994,27.1097,68.4075,Low
36,73,0.77,41,43784,34.7709,73.2018,Low
41,50,0.54,50,8629,13.356,69.6206,Low
42,40,0.62,49,19349,32.1621,82.0122,Low
45,80,0.42,67,47311,12.0673,89.2842,Medium
34,78,0.39,80,49083,36.8499,92.7723,Low
33,72,0.4,20,48832,24.2634,91.8042,Low
45,59,0.69,72,48150,10.998,87.3778,Medium
32,65,0.36,59,2810,16.8825,68.0992,Low
45,21,0.37,43,35341,8.6085,87.4265,Low
42,72,0.76,36,45957,36.741,81.128,Low
37,77,0.69,80,21092,18.3202,96.7284,Medium
45,88,0.62,58,30383,26.3271,79.466,Medium
33,48,0.64,44,27361,28.7912,89.7774,Low
30,35,0.55,28,24609,29.8181,88.469,Low
30,47,0.66,94,4527,15.0215,74.4347,Low
31,87,0.68,56,6057,15.1306,71.0771,Low
47,20,0.12,75,45527,20.2526,72.3073,High
46,55,0.8,48,10521,33.5816,80.4518,Low
47,43,0.62,62,28936,26.2632,86.3542,Medium
29,52,0.75,84,22943,32.7792,73.189,Low
36,45,0.39,67,13589,34.9401,75.3405,Medium
28,42,0.6,41,7997,24.8261,86.6487,Low
44,47,0.58,76,44331,18.2926,80.8032,Medium
47,27,0.43,28,9307,15.5445,89.5499,Low
33,80,0.23,22,12933,27.1383,76.1548,Low
30,28,0.45,93,33729,29.5269,80.4017,Low
44,25,0.75,82,26396,24.1081,86.8772,Medium
42,75,0.19,33,33966,16.007,83.4238,Low
44,38,0.28,94,22928,12.0524,95.8404,High
34,75,0.57,74,29678,31.3381,85.1912,Low
42,75,0.75,47,46233,12.2574,75.2411,Low
34,25,0.28,46,3316,13.4365,77.8223,Low
31,85,0.52,85,20070,12.6504,69.5258,Low
38,51,0.54,64,2196,24.2267,95.7364,Medium
28,65,0.22,67,3979,12.3841,92.272,Low
43,46,0.68,95,22443,36.2127,95.4276,Medium
39,25,0.38,93,14222,24.8316,83.1461,Medium
41,83,0.22,46,31791,32.4451,92.8755,Low
34,48,0.79,26,9786,19.7043,68.2303,Low
45,63,0.67,56,32522,20.8442,95.4949,Medium
35,44,0.58,59,2803,13.9543,89.4892,Low
47,83,0.76,61,7446,35.7334,80.0032,Medium
43,66,0.39,72,37752,33.0448,76.2004,Medium
40,66,0.77,28,3843,29.4633,90.0622,Low
35,59,0.18,92,21820,27.189,87.7238,Low
47,33,0.53,85,5778,22.5344,77.383,Medium
28,22,0.16,54,22878,26.0186,84.981,Low
42,33,0.21,82,8051,11.741,76.4274,High
46,89,0.6,65,49487,32.7347,68.734,Medium
31,20,0.72,53,34966,16.6359,82.3913,Low
43,69,0.12,66,45660,22.4426,70.8497,Medium
32,41,0.44,61,11175,24.8331,89.4032,Low
36,72,0.45,39,22481,12.8147,80.5633,Low
28,81,0.46,87,45882,24.5708,69.4314,Low
32,66,0.54,26,27372,20.4142,68.1449,Low
48,83,0.45,34,26554,18.9766,87.6631,Low
38,74,0.13,21,21292,22.2848,76.3315,Low
41,53,0.63,47,34511,21.0669,68.4031,Low
